company,paid_maternity_leave,unpaid_maternity_leave,paid_paternity_leave,unpaid_paternity_leave,main_industry,sub_industry,avg_unpaid_leave,avg_paid_leave,avg_leave,paid_leave_discrepancy,unpaid_leave_discrepancy,paid_to_unpaid_leave_ratio
Epsilon,6.0,6.0,6.0,6.0,Advertising,,6.0,6.0,6.0,0.0,0.0,1.0
The Walt Disney Company,5.0,4.0,4.5,4.0,Arts and Entertainment,,4.0,4.75,4.375,0.5,0.0,1.1875
Guild Education,14.0,0.0,8.0,4.0,Business Services,Other,2.0,11.0,6.5,6.0,-4.0,5.5
WeWork,14.0,2.0,16.0,4.0,Business Services,Other,3.0,15.0,9.0,-2.0,-2.0,5.0
Randstad USA,5.0,7.0,0.0,0.0,Business Services,Staffing and Outsourcing,3.5,2.5,3.0,5.0,7.0,0.7142857142857143
Bain & Company,20.5,5.0,21.0,5.0,Consulting Services,,5.0,20.75,12.875,-0.5,0.0,4.15
World 50,8.0,12.0,1.0,12.0,Consulting Services,,12.0,4.5,8.25,7.0,0.0,0.375
"ConAgra Foods, Inc.",6.0,6.0,2.0,6.0,Consumer Packaged Goods,Packaged Foods,6.0,4.0,5.0,4.0,0.0,0.6666666666666666
Anduril Industries,16.0,0.0,16.0,0.0,Defense and Space,,0.0,16.0,8.0,0.0,0.0,
Northrop Grumman,3.0,12.0,2.0,12.0,Defense and Space,,12.0,2.5,7.25,1.0,0.0,0.20833333333333334
The University of Vermont,0.0,12.0,0.0,12.0,Educational Services,College and Universities,12.0,0.0,6.0,0.0,0.0,0.0
Belden,0.0,12.0,0.0,12.0,Electronics,Manufacturing,12.0,0.0,6.0,0.0,0.0,0.0
Motorola Solutions,6.0,7.5,0.0,6.0,Electronics,Manufacturing,6.75,3.0,4.875,6.0,1.5,0.4444444444444444
MFS Investment Management,16.0,2.0,12.0,0.0,Finance,Asset Management,1.0,14.0,7.5,4.0,2.0,14.0
PIMCO,12.0,12.0,3.0,12.0,Finance,Asset Management,12.0,7.5,9.75,9.0,0.0,0.625
Sandia National Laboratories,6.0,6.0,6.0,6.0,Government,Contractor,6.0,6.0,6.0,0.0,0.0,1.0
Los Angeles County,0.0,12.0,0.0,12.0,Government,County,12.0,0.0,6.0,0.0,0.0,0.0
Federal Reserve Bank of Chicago,12.0,0.0,6.0,0.0,Government,Federal,0.0,9.0,4.5,6.0,0.0,
Southern Health Partners,4.0,8.0,2.0,2.0,Healthcare,Diversified,5.0,3.0,4.0,2.0,6.0,0.6
Denver Health Medical Center,2.5,10.5,0.0,12.0,Healthcare,Hospitals and Clinics,11.25,1.25,6.25,2.5,-1.5,0.1111111111111111
Kohler Co.,6.0,6.0,2.0,12.0,Industrial,Equipment Manufacturing,9.0,4.0,6.5,4.0,-6.0,0.4444444444444444
UnitedHealth Group,4.0,8.0,5.0,4.0,Insurance,Health,6.0,4.5,5.25,-1.0,4.0,0.75
TEGNA,12.0,12.0,2.0,12.0,Media,Television,12.0,7.0,9.5,10.0,0.0,0.5833333333333334
BHP Billiton Ltd.,18.0,34.0,2.0,8.0,Natural Resources,Metals and Mining,21.0,10.0,15.5,16.0,26.0,0.47619047619047616
Roman Catholic Archdiocese of Philadelphia,0.0,12.0,0.0,12.0,Nonprofit,Religious,12.0,0.0,6.0,0.0,0.0,0.0
Bristol Myers Squibb,15.0,0.0,8.0,16.0,Pharmaceutical,,8.0,11.5,9.75,7.0,-16.0,1.4375
Walgreens,6.0,3.0,8.0,24.0,Pharmacies and Drug Stores,,13.5,7.0,10.25,-2.0,-21.0,0.5185185185185185
Invitation Homes,6.0,6.0,6.0,3.0,Real Estate,,4.5,6.0,5.25,0.0,3.0,1.3333333333333333
Cushman & Wakefield,9.0,0.0,6.0,6.0,Real Estate,Development and Management,3.0,7.5,5.25,3.0,-6.0,2.5
"L Brands, Inc.",14.0,0.0,6.0,6.0,Retail,"Shoes, Accessories and Apparel",3.0,10.0,6.5,8.0,-6.0,3.3333333333333335
Chronosphere,16.0,8.0,16.0,8.0,Technology,B2B Tech Services,8.0,16.0,12.0,0.0,0.0,2.0
Dropbox,24.0,0.0,24.0,24.0,Technology,Consumer Internet,12.0,24.0,18.0,0.0,-24.0,2.0
Fairygodboss Inc.,12.0,0.0,21.0,3.0,Technology,Consumer Internet,1.5,16.5,9.0,-9.0,-3.0,11.0
SiriusXM & Pandora,14.0,0.0,14.0,2.0,Technology,Consumer Internet,1.0,14.0,7.5,0.0,-2.0,14.0
Stack Overflow,16.0,0.0,16.0,8.0,Technology,Consumer Internet,4.0,16.0,10.0,0.0,-8.0,4.0
Electronic Arts,11.0,12.0,11.0,12.0,Technology,Gaming,12.0,11.0,11.5,0.0,0.0,0.9166666666666666
Ginkgo Bioworks,12.0,0.0,2.0,0.0,Technology,Research,0.0,7.0,3.5,10.0,0.0,
Avalara,12.0,15.0,12.0,12.0,Technology,Software,13.5,12.0,12.75,0.0,3.0,0.8888888888888888
Cornerstone OnDemand,14.0,0.0,6.0,12.0,Technology,Software,6.0,10.0,8.0,8.0,-12.0,1.6666666666666667
"ExamSoft Worldwide, Inc.",4.0,12.0,2.0,12.0,Technology,Software,12.0,3.0,7.5,2.0,0.0,0.25
Medidata Solutions,16.0,24.0,16.0,24.0,Technology,Software,24.0,16.0,20.0,0.0,0.0,0.6666666666666666
"Sulzer US, LLC",4.0,12.0,2.0,12.0,Technology,Software,12.0,3.0,7.5,2.0,0.0,0.25
Thryv,0.0,3.0,0.0,0.0,Technology,Software,1.5,0.0,0.75,0.0,3.0,0.0
T-Mobile,7.5,3.0,3.0,4.0,Telecommunications,,3.5,5.25,4.375,4.5,-1.0,1.5
CBIZ,3.5,6.0,1.0,,Accounting Services,,6.0,2.25,4.125,2.5,,0.375
CliftonLarsonAllen,9.5,6.0,6.0,,Accounting Services,,6.0,7.75,6.875,3.5,,1.2916666666666667
Forvis,12.0,,2.0,12.0,Accounting Services,,12.0,7.0,9.5,10.0,,0.5833333333333334
Grant Thornton,51.0,51.0,51.0,,Accounting Services,,51.0,51.0,51.0,0.0,,1.0
RSM US,12.0,0.0,7.0,,Accounting Services,,0.0,9.5,4.75,5.0,,
LiveRamp,16.0,6.0,16.0,,Advertising,,6.0,16.0,11.0,0.0,,2.6666666666666665
Boeing,12.0,9.0,12.0,,Aerospace,,9.0,12.0,10.5,0.0,,1.3333333333333333
Cessna Aircraft Company,8.0,10.0,12.0,,Aerospace,,10.0,10.0,10.0,-4.0,,1.0
Collins Aerospace,12.0,0.0,4.0,,Aerospace,,0.0,8.0,4.0,8.0,,
Collins Aerospace,4.0,12.0,4.0,,Aerospace,,12.0,4.0,8.0,0.0,,0.3333333333333333
Lockheed Martin Corporation,6.0,1.0,4.0,,Aerospace,,1.0,5.0,3.0,2.0,,5.0
FCA US LLC,7.5,1.0,6.0,,Automotive,Manufacturers,1.0,6.75,3.875,1.5,,6.75
Ford Motor Company,12.0,0.0,8.0,,Automotive,Manufacturers,0.0,10.0,5.0,4.0,,
General Motors,12.0,12.0,12.0,,Automotive,Manufacturers,12.0,12.0,12.0,0.0,,1.0
Toyota North America,6.0,1.5,0.0,,Automotive,Manufacturers,1.5,3.0,2.25,6.0,,2.0
Johnson Controls,6.0,6.0,0.0,,Automotive,Parts Manufacturing,6.0,3.0,4.5,6.0,,0.5
ADP,6.0,6.0,16.0,,Business Services,Human Resources,6.0,11.0,8.5,-10.0,,1.8333333333333333
IHS Markit Ltd.,26.0,13.0,2.0,,Business Services,Other,13.0,14.0,13.5,24.0,,1.0769230769230769
Samsung Research America,6.0,0.0,6.0,,Business Services,Other,0.0,6.0,3.0,0.0,,
Adecco Group North America,12.0,6.0,0.0,,Business Services,Staffing and Outsourcing,6.0,6.0,6.0,12.0,,1.0
CGI,8.0,0.0,2.0,,Business Services,Technology Solutions,0.0,5.0,2.5,6.0,,
Paychex,9.0,3.0,6.0,,Business Services,Technology Solutions,3.0,7.5,5.25,3.0,,2.5
"Ecolab, Inc.",9.0,0.0,6.0,,Conglomerate,,0.0,7.5,3.75,3.0,,
Siemens,6.0,0.5,2.0,,Conglomerate,,0.5,4.0,2.25,4.0,,8.0
84.51¡,12.0,0.0,4.0,,Consulting Services,,0.0,8.0,4.0,8.0,,
Boston Consulting Group,16.0,0.0,8.0,,Consulting Services,,0.0,12.0,6.0,8.0,,
Deloitte,16.0,4.0,9.0,,Consulting Services,,4.0,12.5,8.25,7.0,,3.125
KPMG,12.0,10.0,12.0,,Consulting Services,,10.0,12.0,11.0,0.0,,1.2
McKinsey & Company,16.0,26.0,8.0,,Consulting Services,,26.0,12.0,19.0,8.0,,0.46153846153846156
Pariveda,6.0,0.0,6.0,,Consulting Services,,0.0,6.0,3.0,0.0,,
Protiviti,9.0,0.0,10.0,,Consulting Services,,0.0,9.5,4.75,-1.0,,
Slalom,14.0,0.0,4.0,,Consulting Services,,0.0,9.0,4.5,10.0,,
Campari America,12.0,,12.0,6.0,Consumer Packaged Goods,Beverages,6.0,12.0,9.0,0.0,,2.0
Miller Coors,16.0,34.0,16.0,,Consumer Packaged Goods,Beverages,34.0,16.0,25.0,0.0,,0.47058823529411764
General Mills,18.0,12.0,12.0,,Consumer Packaged Goods,Packaged Foods,12.0,15.0,13.5,6.0,,1.25
"Mondelez International, Inc.",6.0,9.5,6.0,,Consumer Packaged Goods,Packaged Foods,9.5,6.0,7.75,0.0,,0.631578947368421
Johnson & Johnson,16.0,24.0,8.0,,Consumer Packaged Goods,Packaged Products,24.0,12.0,18.0,8.0,,0.5
Reckitt Benckiser,21.0,31.0,16.0,,Consumer Packaged Goods,Packaged Products,31.0,18.5,24.75,5.0,,0.5967741935483871
Unilever,16.0,4.0,8.0,,Consumer Packaged Goods,Packaged Products,4.0,12.0,8.0,8.0,,3.0
Hasbro Inc.,18.0,18.0,,13.0,Consumer Packaged Goods,Toys and Baby Products,15.5,18.0,16.75,,5.0,1.1612903225806452
L'OrŽal USA,12.0,0.0,8.0,,Cosmetics,,0.0,10.0,5.0,4.0,,
Raytheon Technologies,7.5,3.0,3.0,,Defense and Space,,3.0,5.25,4.125,4.5,,1.75
Rice University,6.0,6.0,0.0,,Educational Services,College and Universities,6.0,3.0,4.5,6.0,,0.5
University of Minnesota,6.0,6.0,6.0,,Educational Services,College and Universities,6.0,6.0,6.0,0.0,,1.0
Walden University,6.0,6.0,1.0,,Educational Services,College and Universities,6.0,3.5,4.75,5.0,,0.5833333333333334
Cengage Learning,12.0,0.0,12.0,,Educational Services,E-Learning,0.0,12.0,6.0,0.0,,
Samsung Electronics,2.0,12.0,2.0,,Electronics,Manufacturing,12.0,2.0,7.0,0.0,,0.16666666666666666
Apollo Global Management,16.0,,2.0,0.0,Finance,Asset Management,0.0,9.0,4.5,14.0,,
Capital Group,12.0,0.0,18.0,,Finance,Asset Management,0.0,15.0,7.5,-6.0,,
Merrill,11.0,6.0,16.0,,Finance,Asset Management,6.0,13.5,9.75,-5.0,,2.25
Discover Financial Services,16.0,0.0,2.0,,Finance,Credit and Fund Services,0.0,9.0,4.5,14.0,,
Mastercard,16.0,0.0,16.0,,Finance,Credit and Fund Services,0.0,16.0,8.0,0.0,,
Ally Financial,12.0,0.0,12.0,,Finance,Diversified,0.0,12.0,6.0,0.0,,
Ameriprise Financial,12.0,4.0,2.0,,Finance,Diversified,4.0,7.0,5.5,10.0,,1.75
Charles Schwab,8.0,6.0,6.0,,Finance,Diversified,6.0,7.0,6.5,2.0,,1.1666666666666667
Citigroup,16.0,4.0,4.5,,Finance,Diversified,4.0,10.25,7.125,11.5,,2.5625
Deutsche Bank,16.0,5.0,16.0,,Finance,Diversified,5.0,16.0,10.5,0.0,,3.2
DTCC,16.0,4.0,16.0,,Finance,Diversified,4.0,16.0,10.0,0.0,,4.0
Goldman Sachs,20.0,3.0,20.0,,Finance,Diversified,3.0,20.0,11.5,0.0,,6.666666666666667
Macquarie Group,16.0,0.0,6.0,,Finance,Diversified,0.0,11.0,5.5,10.0,,
Northern Trust,10.0,6.0,10.0,,Finance,Diversified,6.0,10.0,8.0,0.0,,1.6666666666666667
Raymond James,16.0,0.0,4.0,,Finance,Diversified,0.0,10.0,5.0,12.0,,
RBC Wealth Management,11.5,10.0,4.0,,Finance,Diversified,10.0,7.75,8.875,7.5,,0.775
Silicon Valley Bank,12.0,0.0,12.0,,Finance,Diversified,0.0,12.0,6.0,0.0,,
UBS,24.0,24.0,20.0,,Finance,Diversified,24.0,22.0,23.0,4.0,,0.9166666666666666
Wells Fargo,16.0,5.0,4.0,,Finance,Diversified,5.0,10.0,7.5,12.0,,2.0
William Blair,18.0,0.0,2.0,,Finance,Diversified,0.0,10.0,5.0,16.0,,
SoFi,4.0,5.0,2.0,,Finance,Loans,5.0,3.0,4.0,2.0,,0.6
PNC Financial Services Group,12.0,0.0,6.0,,Finance,Personal and Commercial Banking,0.0,9.0,4.5,6.0,,
TD Bank,16.0,13.0,16.0,,Finance,Personal and Commercial Banking,13.0,16.0,14.5,0.0,,1.2307692307692308
TIAA Bank,28.0,0.0,16.0,,Finance,Personal and Commercial Banking,0.0,22.0,11.0,12.0,,
OECD,14.0,0.0,4.0,,Government,International,0.0,9.0,4.5,10.0,,
Banfield Pet Hospital,6.0,12.0,4.0,,Healthcare,Animal Health,12.0,5.0,8.5,2.0,,0.4166666666666667
Illumina,6.0,3.0,6.0,,Healthcare,Biotechnology,3.0,6.0,4.5,0.0,,2.0
Thermo Fisher Scientific,11.5,1.0,3.0,,Healthcare,Biotechnology,1.0,7.25,4.125,8.5,,7.25
CVS Health,4.0,4.0,4.0,,Healthcare,Diversified,4.0,4.0,4.0,0.0,,1.0
Fresenius,4.0,12.0,0.0,,Healthcare,Diversified,12.0,2.0,7.0,4.0,,0.16666666666666666
Aurora Health Care,0.0,12.0,,0.0,Healthcare,Hospitals and Clinics,6.0,0.0,3.0,,12.0,0.0
Mayo Clinic,5.0,6.5,0.0,,Healthcare,Hospitals and Clinics,6.5,2.5,4.5,5.0,,0.38461538461538464
"Universal Health Services, Inc.",0.0,12.0,0.0,,Healthcare,Hospitals and Clinics,12.0,0.0,6.0,0.0,,0.0
University of Pittsburgh Medical Center,2.0,6.0,2.0,,Healthcare,Hospitals and Clinics,6.0,2.0,4.0,0.0,,0.3333333333333333
Quest Diagnostics,6.0,0.0,,0.0,Healthcare,Laboratory Testing,0.0,6.0,3.0,,0.0,
"Becton, Dickinson and Company",6.0,12.0,6.0,,Healthcare,Medical Devices,12.0,6.0,9.0,0.0,,0.5
Medtronic,12.0,2.0,0.0,,Healthcare,Medical Devices,2.0,6.0,4.0,12.0,,3.0
Zimmer Biomet,8.0,4.0,6.0,,Healthcare,Medical Devices,4.0,7.0,5.5,2.0,,1.75
Flatiron Health,30.0,15.0,30.0,,Healthcare,Telemedicine,15.0,30.0,22.5,0.0,,2.0
Choice Hotels,12.0,0.0,4.0,,Hospitality,Hotels,0.0,8.0,4.0,8.0,,
Marriott International,8.0,8.0,8.0,,Hospitality,Hotels,8.0,8.0,8.0,0.0,,1.0
McDonald's,12.0,12.0,,29.0,Hospitality,Restaurants,20.5,12.0,16.25,,-17.0,0.5853658536585366
Starbucks,6.0,9.0,6.0,,Hospitality,Restaurants,9.0,6.0,7.5,0.0,,0.6666666666666666
Perkins + Will,4.0,0.0,4.0,,Industrial,Architecture and Design,0.0,4.0,2.0,0.0,,
Owens Corning,4.0,4.0,,2.0,Industrial,Building Materials Manufacturing,3.0,4.0,3.5,,2.0,1.3333333333333333
Power Home Remodeling,12.0,0.0,3.0,,Industrial,Construction Company,0.0,7.5,3.75,9.0,,
3M,10.0,10.0,,10.0,Industrial,Diversified,10.0,10.0,10.0,,0.0,1.0
Parker Hannifin,4.0,8.0,0.0,,Industrial,Diversified,8.0,2.0,5.0,4.0,,0.25
BEUMER Group,4.0,0.0,4.0,,Industrial,Equipment Manufacturing,0.0,4.0,2.0,0.0,,
Caterpillar,5.0,6.0,4.0,,Industrial,Equipment Manufacturing,6.0,4.5,5.25,1.0,,0.75
CNH Industrial America,6.0,6.0,4.0,,Industrial,Equipment Manufacturing,6.0,5.0,5.5,2.0,,0.8333333333333334
Cummins,12.0,10.0,6.0,,Industrial,Equipment Manufacturing,10.0,9.0,9.5,6.0,,0.9
Hilti Corporation,12.0,2.0,4.0,,Industrial,Equipment Manufacturing,2.0,8.0,5.0,8.0,,4.0
nVent,6.0,0.0,6.0,,Industrial,Equipment Manufacturing,0.0,6.0,3.0,0.0,,
Rockwell Automation,6.0,9.0,6.0,,Industrial,Equipment Manufacturing,9.0,6.0,7.5,0.0,,0.6666666666666666
McMaster-Carr,16.0,4.0,4.0,,Industrial,Other,4.0,10.0,7.0,12.0,,2.5
Argus Media,8.0,12.0,1.0,,Information Services,Diversified,12.0,4.5,8.25,7.0,,0.375
LAC-Group,32.5,0.0,35.0,,Information Services,Diversified,0.0,33.75,16.875,-2.5,,
S&P Global,18.0,0.0,23.0,,Information Services,Financial,0.0,20.5,10.25,-5.0,,
DXC Technology,9.0,36.0,1.0,,Information Services,Technology,36.0,5.0,20.5,8.0,,0.1388888888888889
Forrester Research,15.0,6.0,2.0,,Information Services,Technology,6.0,8.5,7.25,13.0,,1.4166666666666667
General Dynamics Information Technology,2.0,19.0,1.0,,Information Services,Technology,19.0,1.5,10.25,1.0,,0.07894736842105263
AON,8.0,8.0,6.0,,Insurance,Diversified,8.0,7.0,7.5,2.0,,0.875
Aetna,12.0,12.0,4.0,,Insurance,Health,12.0,8.0,10.0,8.0,,0.6666666666666666
Health Care Service Corporation,6.0,3.0,,6.0,Insurance,Health,4.5,6.0,5.25,,-3.0,1.3333333333333333
Highmark Inc.,6.0,4.0,,4.0,Insurance,Health,4.0,6.0,5.0,,0.0,1.5
Humana,6.0,6.0,6.0,,Insurance,Health,6.0,6.0,6.0,0.0,,1.0
Kaiser Permanente,3.0,3.0,0.0,,Insurance,Health,3.0,1.5,2.25,3.0,,0.5
Combined Insurance,15.0,3.0,,0.0,Insurance,Life,1.5,15.0,8.25,,3.0,10.0
Root Insurance,12.0,0.0,12.0,,Insurance,Property and Casualty,0.0,12.0,6.0,0.0,,
State Farm,9.0,0.0,6.0,,Insurance,Property and Casualty,0.0,7.5,3.75,3.0,,
The Hanover Insurance Group,8.0,4.0,2.0,,Insurance,Property and Casualty,4.0,5.0,4.5,6.0,,1.25
Holland & Knight LLP,4.0,8.0,6.0,,Law Firm,,8.0,5.0,6.5,-2.0,,0.625
"Orrick, Herrington & Sutcliffe LLP",23.0,2.0,16.0,,Law Firm,,2.0,19.5,10.75,7.0,,9.75
Expedia Group,18.0,4.0,12.0,,"Leisure, Travel and Tourism",,4.0,15.0,9.5,6.0,,3.75
WarnerMedia,9.0,2.0,6.0,,Media,Diversified,2.0,7.5,4.75,3.0,,3.75
Cargill,12.0,0.0,4.0,,Natural Resources,Agriculture and Food Processing,0.0,8.0,4.0,8.0,,
Air Liquide,14.0,,6.0,0.0,Natural Resources,Chemicals,0.0,10.0,5.0,8.0,,
Dow,12.0,0.0,,16.0,Natural Resources,Chemicals,8.0,12.0,10.0,,-16.0,1.5
Ineos,6.5,9.0,0.0,,Natural Resources,Chemicals,9.0,3.25,6.125,6.5,,0.3611111111111111
Ingevity Corporation,10.0,1.0,4.0,,Natural Resources,Chemicals,1.0,7.0,4.0,6.0,,7.0
PolyOne Corporation,6.0,12.0,6.0,,Natural Resources,Chemicals,12.0,6.0,9.0,0.0,,0.5
Consumers Energy,6.0,0.0,16.0,,Natural Resources,Electric and Gas Utility,0.0,11.0,5.5,-10.0,,
NextEra Energy,3.0,9.0,0.0,,Natural Resources,Electric Power Generation,9.0,1.5,5.25,3.0,,0.16666666666666666
Chevron,12.0,26.0,8.0,,Natural Resources,Oil and Gas,26.0,10.0,18.0,4.0,,0.38461538461538464
Phillips 66,9.0,12.0,2.0,,Natural Resources,Oil and Gas,12.0,5.5,8.75,7.0,,0.4583333333333333
Range Resources,9.0,6.0,2.0,,Natural Resources,Oil and Gas,6.0,5.5,5.75,7.0,,0.9166666666666666
American Water,2.0,0.0,,12.0,Natural Resources,Renewables and Environment,6.0,2.0,4.0,,-12.0,0.3333333333333333
Make-A-Wish Foundation,6.0,12.0,0.0,,Nonprofit,Charity,12.0,3.0,7.5,6.0,,0.25
Wikimedia Foundation,12.0,5.0,7.0,,Nonprofit,Education,5.0,9.5,7.25,5.0,,1.9
Girl Scouts of the USA,6.0,0.0,6.0,,Nonprofit,Human Rights Advocacy,0.0,6.0,3.0,0.0,,
RAND Corporation,5.5,0.0,3.0,,Nonprofit,Public Policy,0.0,4.25,2.125,2.5,,
The MITRE Corporation,7.0,0.0,2.0,,Nonprofit,Research,0.0,4.5,2.25,5.0,,
Abbott Nutrition,8.0,16.0,2.0,,Pharmaceutical,,16.0,5.0,10.5,6.0,,0.3125
GlaxoSmithKline,14.0,0.0,8.0,,Pharmaceutical,,0.0,11.0,5.5,6.0,,
McKesson,6.0,0.0,6.0,,Pharmaceutical,,0.0,6.0,3.0,0.0,,
Vertex Pharmaceuticals,16.0,0.0,8.0,,Pharmaceutical,,0.0,12.0,6.0,8.0,,
Bill and Melinda Gates Foundation,26.0,11.0,26.0,,Philanthropy,,11.0,26.0,18.5,0.0,,2.3636363636363638
MOO,2.0,40.0,2.0,,Printing,,40.0,2.0,21.0,0.0,,0.05
Elsevier,39.0,0.5,1.0,,Publishing,,0.5,20.0,10.25,38.0,,40.0
Wiley Publishing,6.0,6.0,4.0,,Publishing,,6.0,5.0,5.5,2.0,,0.8333333333333334
Bidwells LLP,14.0,38.0,2.0,,Real Estate,Other,38.0,8.0,23.0,12.0,,0.21052631578947367
Realtor.com,20.0,0.0,4.0,,Real Estate,Other,0.0,12.0,6.0,16.0,,
Kohl's,6.0,9.0,4.0,,Retail,Department Store,9.0,5.0,7.0,2.0,,0.5555555555555556
Home Depot,6.0,6.0,6.0,,Retail,Furniture and Home Improvement,6.0,6.0,6.0,0.0,,1.0
Wayfair,12.0,2.0,4.0,,Retail,Furniture and Home Improvement,2.0,8.0,5.0,8.0,,4.0
Columbia Sportswear,4.0,8.0,6.0,,Retail,"Shoes, Accessories and Apparel",8.0,5.0,6.5,-2.0,,0.625
Luxottica Group SpA,8.5,6.0,2.0,,Retail,"Shoes, Accessories and Apparel",6.0,5.25,5.625,6.5,,0.875
Target,6.0,6.0,4.0,,Retail,"Shoes, Accessories and Apparel",6.0,5.0,5.5,2.0,,0.8333333333333334
Meijer,5.0,3.0,4.0,,Retail,Supermarket Company,3.0,4.5,3.75,1.0,,1.5
Publix Super Markets,2.0,6.5,,0.0,Retail,Supermarket Company,3.25,2.0,2.625,,6.5,0.6153846153846154
Athenahealth,12.0,0.0,6.0,,Technology,B2B Tech Services,0.0,9.0,4.5,6.0,,
CDW Corporation,6.0,4.0,2.0,,Technology,B2B Tech Services,4.0,4.0,4.0,4.0,,1.0
Cerner Corporation,12.0,0.0,4.0,,Technology,B2B Tech Services,0.0,8.0,4.0,8.0,,
Elastic,16.0,0.0,16.0,,Technology,B2B Tech Services,0.0,16.0,8.0,0.0,,
Equinix,8.0,4.0,8.0,,Technology,B2B Tech Services,4.0,8.0,6.0,0.0,,2.0
Hewlett Packard Enterprise,26.0,6.0,26.0,,Technology,B2B Tech Services,6.0,26.0,16.0,0.0,,4.333333333333333
Tata Consultancy Services,24.0,,1.0,4.0,Technology,B2B Tech Services,4.0,12.5,8.25,23.0,,3.125
Amazon,12.0,0.0,6.0,,Technology,Consumer Internet,0.0,9.0,4.5,6.0,,
Angie's List,11.0,6.0,6.0,,Technology,Consumer Internet,6.0,8.5,7.25,5.0,,1.4166666666666667
Birchbox,14.0,0.0,12.0,,Technology,Consumer Internet,0.0,13.0,6.5,2.0,,
Box,18.0,1.0,12.0,,Technology,Consumer Internet,1.0,15.0,8.0,6.0,,15.0
eBay,12.0,0.0,12.0,,Technology,Consumer Internet,0.0,12.0,6.0,0.0,,
Glassdoor,20.0,0.0,12.0,,Technology,Consumer Internet,0.0,16.0,8.0,8.0,,
Google,24.0,0.0,18.0,,Technology,Consumer Internet,0.0,21.0,10.5,6.0,,
Indeed,16.0,0.0,16.0,,Technology,Consumer Internet,0.0,16.0,8.0,0.0,,
LinkedIn,20.0,4.0,12.0,,Technology,Consumer Internet,4.0,16.0,10.0,8.0,,4.0
Tinder,18.0,0.0,18.0,,Technology,Consumer Internet,0.0,18.0,9.0,0.0,,
Uber,18.0,0.0,18.0,,Technology,Consumer Internet,0.0,18.0,9.0,0.0,,
FIS Global,6.0,0.0,6.0,,Technology,Financial Services,0.0,6.0,3.0,0.0,,
Jack Henry,8.0,7.0,2.0,,Technology,Financial Services,7.0,5.0,6.0,6.0,,0.7142857142857143
Personal Capital,2.0,0.0,6.0,,Technology,Financial Services,0.0,4.0,2.0,-4.0,,
Zwift,12.0,6.0,12.0,,Technology,Gaming,6.0,12.0,9.0,0.0,,2.0
Zynga,26.0,0.0,18.0,,Technology,Gaming,0.0,22.0,11.0,8.0,,
Apple,14.0,6.0,4.0,,Technology,Manufacturing,6.0,9.0,7.5,10.0,,1.5
Cisco,13.0,2.0,0.0,,Technology,Manufacturing,2.0,6.5,4.25,13.0,,3.25
Dell Technologies,12.0,0.0,12.0,,Technology,Manufacturing,0.0,12.0,6.0,0.0,,
Garmin,2.0,12.0,,0.0,Technology,Manufacturing,6.0,2.0,4.0,,12.0,0.3333333333333333
IBM,12.0,0.0,12.0,,Technology,Manufacturing,0.0,12.0,6.0,0.0,,
Intel Corporation,8.0,12.0,7.5,,Technology,Manufacturing,12.0,7.75,9.875,0.5,,0.6458333333333334
Western Digital,8.0,0.0,12.0,,Technology,Manufacturing,0.0,10.0,5.0,-4.0,,
VISA,13.0,8.0,10.0,,Technology,Payments,8.0,11.5,9.75,3.0,,1.4375
Waters Corporation,8.0,4.0,1.0,,Technology,Research,4.0,4.5,4.25,7.0,,1.125
Forcepoint,12.0,3.0,6.0,,Technology,Security,3.0,9.0,6.0,6.0,,3.0
Tanium,16.0,0.0,8.0,,Technology,Security,0.0,12.0,6.0,8.0,,
Addepar,19.0,0.0,10.0,,Technology,Software,0.0,14.5,7.25,9.0,,
Adobe Systems,17.0,15.0,16.0,,Technology,Software,15.0,16.5,15.75,1.0,,1.1
Appian,16.0,0.0,12.0,,Technology,Software,0.0,14.0,7.0,4.0,,
"Calabrio, Inc.",3.0,3.0,0.0,,Technology,Software,3.0,1.5,2.25,3.0,,0.5
Epic Systems,2.0,11.0,2.0,,Technology,Software,11.0,2.0,6.5,0.0,,0.18181818181818182
FactSet,16.0,0.0,4.0,,Technology,Software,0.0,10.0,5.0,12.0,,
GitHub,20.0,4.0,20.0,,Technology,Software,4.0,20.0,12.0,0.0,,5.0
Klaviyo,16.0,0.0,16.0,,Technology,Software,0.0,16.0,8.0,0.0,,
Mindbody,12.0,2.0,,18.0,Technology,Software,10.0,12.0,11.0,,-16.0,1.2
NexJ Systems Inc.,13.0,52.0,13.0,,Technology,Software,52.0,13.0,32.5,0.0,,0.25
Pegasystems Inc.,12.0,6.0,4.0,,Technology,Software,6.0,8.0,7.0,8.0,,1.3333333333333333
Qualitest Group,26.0,0.0,0.0,,Technology,Software,0.0,13.0,6.5,26.0,,
Salesforce,26.0,0.0,26.0,,Technology,Software,0.0,26.0,13.0,0.0,,
ServiceNow,20.0,0.0,12.0,,Technology,Software,0.0,16.0,8.0,8.0,,
Slack Technologies,20.0,0.0,12.0,,Technology,Software,0.0,16.0,8.0,8.0,,
UKG,12.0,0.0,4.0,,Technology,Software,0.0,8.0,4.0,8.0,,
Workiva,12.0,8.0,12.0,,Technology,Software,8.0,12.0,10.0,0.0,,1.5
"Zendesk, Inc",11.0,2.0,10.5,,Technology,Software,2.0,10.75,6.375,0.5,,5.375
